,student_id,age,gender,school_type,parent_education,study_hours,attendance_percentage,internet_access,travel_time,extra_activities,study_method,math_score,science_score,english_score,overall_score,final_grade
2087,2088,17,other,public,post graduate,4.4,70.3,yes,30-60 min,no,textbook,73.3,53.5,57.9,70.9,c
2088,2089,15,other,public,diploma,5.5,71.3,no,>60 min,no,mixed,75.5,78.0,65.9,75.4,c
2089,2090,14,female,private,phd,1.5,86.5,yes,<15 min,no,online videos,55.0,61.1,40.6,52.0,e
2090,2091,19,female,private,high school,7.5,66.0,yes,15-30 min,yes,textbook,82.9,100.0,98.2,89.3,b
2091,2092,15,female,private,post graduate,6.2,90.5,yes,15-30 min,no,textbook,95.4,94.7,91.8,93.7,b
2092,2093,18,other,private,high school,7.6,54.7,yes,30-60 min,yes,textbook,88.8,97.9,87.2,90.2,b
2093,2094,15,other,public,no formal,2.7,85.9,no,<15 min,no,mixed,38.9,49.9,58.9,49.3,e
2094,2095,14,other,public,post graduate,3.8,95.2,yes,<15 min,no,textbook,69.4,75.6,60.1,69.0,d
2095,2096,18,female,public,post graduate,2.3,58.2,yes,<15 min,yes,mixed,41.4,44.3,40.3,41.2,e
2096,2097,19,other,public,high school,2.6,77.7,no,<15 min,yes,notes,33.4,33.1,57.9,46.2,e
2097,2098,19,other,private,graduate,1.6,82.0,yes,15-30 min,no,notes,49.6,40.8,36.6,40.4,e
2098,2099,18,other,private,phd,1.4,56.6,yes,15-30 min,yes,textbook,39.1,41.0,33.7,43.6,e
2099,2100,15,female,private,diploma,5.5,77.2,yes,>60 min,yes,coaching,81.7,83.0,66.0,81.3,c
2100,2101,19,female,public,graduate,1.7,62.6,yes,<15 min,yes,online videos,29.0,45.1,32.9,36.5,f
2101,2102,18,female,private,high school,1.5,87.7,yes,15-30 min,no,notes,39.5,49.2,54.9,41.2,e
2102,2103,15,female,public,graduate,4.5,78.4,no,<15 min,yes,mixed,85.6,60.2,50.2,64.2,d
2103,2104,14,female,public,phd,5.8,70.5,yes,30-60 min,yes,group study,75.8,72.8,70.2,71.0,c
2104,2105,19,male,private,graduate,6.3,87.1,no,30-60 min,no,online videos,89.8,85.3,70.6,92.2,b
2105,2106,15,other,private,no formal,4.9,86.6,yes,15-30 min,no,online videos,58.4,58.1,76.6,70.2,c
2106,2107,18,female,private,post graduate,2.0,60.5,yes,<15 min,yes,group study,38.3,35.8,33.5,42.0,e
2107,2108,14,other,private,diploma,4.8,51.3,yes,15-30 min,yes,mixed,62.0,64.5,74.4,66.8,d
2108,2109,15,male,private,no formal,5.2,62.4,yes,>60 min,no,group study,72.9,73.0,74.5,69.0,d
2109,2110,15,other,public,graduate,2.4,94.1,no,30-60 min,no,online videos,59.3,94.5,58.6,66.0,d
2110,2111,15,other,private,high school,1.6,69.8,yes,30-60 min,yes,coaching,38.8,35.5,24.6,31.4,f
2111,2112,18,male,private,phd,7.4,60.1,no,>60 min,yes,textbook,90.2,81.3,94.8,92.4,b
2112,2113,19,female,public,phd,1.2,68.4,yes,<15 min,no,notes,31.6,47.9,39.0,46.0,e
2113,2114,19,other,private,post graduate,2.6,69.2,no,30-60 min,yes,textbook,59.3,46.8,46.5,48.7,e
2114,2115,18,other,public,graduate,2.2,72.7,no,15-30 min,yes,coaching,50.3,66.7,76.6,54.2,e
2115,2116,15,other,private,high school,7.2,72.5,no,>60 min,yes,online videos,87.3,89.2,82.9,95.2,a
2116,2117,19,female,private,no formal,4.3,64.9,yes,>60 min,no,coaching,68.4,72.5,90.4,68.9,d
2117,2118,17,male,private,no formal,7.7,65.0,yes,15-30 min,yes,coaching,95.0,100.0,100.0,91.2,b
2118,2119,17,other,private,diploma,6.7,90.0,yes,>60 min,yes,textbook,92.5,97.1,94.6,97.8,a
2119,2120,18,other,public,high school,6.2,83.2,yes,15-30 min,no,textbook,83.0,70.4,69.9,76.7,c
2120,2121,18,other,private,phd,1.8,84.0,yes,15-30 min,yes,textbook,39.8,58.0,43.0,49.0,e
2121,2122,19,male,private,high school,3.1,59.5,yes,<15 min,no,group study,68.3,54.5,79.4,56.8,d
2122,2123,17,female,private,high school,6.7,99.6,yes,15-30 min,no,group study,83.9,100.0,91.3,100.0,a
2123,2124,17,male,public,post graduate,7.9,54.3,yes,30-60 min,yes,online videos,86.8,91.0,81.4,92.2,b
2124,2125,18,other,private,phd,7.1,84.1,yes,30-60 min,yes,notes,91.7,80.0,76.0,81.2,c
2125,2126,15,other,private,diploma,7.6,87.2,yes,30-60 min,yes,group study,94.3,100.0,89.8,100.0,a
2126,2127,15,male,public,no formal,5.3,63.4,yes,30-60 min,no,online videos,69.5,75.8,72.7,73.5,c
2127,2128,17,male,public,no formal,4.1,53.9,yes,30-60 min,yes,notes,48.1,52.1,60.9,63.6,d
2128,2129,14,female,private,graduate,4.4,86.9,no,15-30 min,no,mixed,83.9,68.1,67.7,74.4,c
2129,2130,15,female,public,phd,3.9,78.3,yes,>60 min,no,online videos,54.3,49.1,49.5,55.1,d
2130,2131,18,female,public,diploma,1.7,98.3,yes,15-30 min,no,online videos,66.5,45.9,59.7,59.3,d
2131,2132,19,female,private,no formal,2.8,86.4,yes,<15 min,no,mixed,60.7,49.5,68.9,57.3,d
2132,2133,17,other,public,diploma,1.2,96.5,yes,15-30 min,no,coaching,27.0,46.9,33.6,44.6,e
2133,2134,16,other,public,no formal,1.2,81.7,yes,30-60 min,no,online videos,14.7,39.8,43.3,33.2,f
2134,2135,16,other,public,diploma,2.8,74.9,yes,30-60 min,no,group study,40.2,45.1,59.3,46.3,e
2135,2136,18,female,private,diploma,5.5,97.2,yes,15-30 min,yes,mixed,94.1,85.0,82.6,76.3,c
2136,2137,17,other,public,post graduate,5.1,90.9,yes,>60 min,yes,online videos,64.2,59.1,83.3,67.4,d
2137,2138,14,other,public,no formal,4.7,51.8,yes,15-30 min,yes,notes,75.2,76.6,69.4,58.1,d
2138,2139,17,male,public,diploma,6.1,79.2,yes,<15 min,yes,online videos,60.3,87.2,59.8,74.3,c
2139,2140,16,other,public,high school,3.7,57.5,yes,15-30 min,yes,online videos,55.7,56.9,31.6,49.6,e
2140,2141,18,female,private,diploma,3.8,97.4,yes,15-30 min,no,textbook,80.5,77.6,62.8,74.0,c
2141,2142,19,female,public,phd,4.4,83.8,yes,30-60 min,no,group study,48.9,45.2,67.4,62.2,d
2142,2143,19,other,private,post graduate,1.0,72.6,yes,30-60 min,yes,coaching,14.3,47.7,32.7,33.1,f
2143,2144,17,other,public,phd,4.9,98.0,yes,>60 min,no,online videos,89.1,67.3,75.8,74.7,c
2144,2145,16,other,public,no formal,6.1,66.8,yes,>60 min,no,textbook,68.7,76.5,85.3,77.9,c
2145,2146,16,other,public,post graduate,2.5,72.2,yes,30-60 min,no,coaching,69.9,53.0,45.8,57.9,d
2146,2147,15,female,public,phd,6.9,70.0,yes,15-30 min,yes,coaching,82.6,88.1,81.1,89.9,b
2147,2148,19,female,public,post graduate,2.5,56.6,yes,30-60 min,yes,group study,46.5,35.9,16.9,36.1,f
2148,2149,19,female,public,post graduate,4.3,57.5,yes,15-30 min,yes,notes,57.5,81.2,77.8,59.2,d
2149,2150,19,other,private,no formal,7.1,79.6,yes,>60 min,no,notes,100.0,90.3,94.9,92.0,b
2150,2151,15,male,private,post graduate,6.0,53.5,yes,30-60 min,yes,textbook,71.9,63.3,73.0,64.8,d
2151,2152,15,female,public,phd,4.8,96.6,yes,30-60 min,no,notes,81.7,72.9,63.6,67.1,d
2152,2153,19,other,public,high school,5.2,66.4,yes,<15 min,yes,online videos,82.8,71.5,78.2,68.9,d
2153,2154,17,male,public,diploma,1.3,66.0,yes,<15 min,yes,group study,51.3,51.2,30.8,44.3,e
2154,2155,18,female,private,diploma,5.7,57.0,yes,15-30 min,no,group study,57.1,75.3,65.1,60.2,d
2155,2156,16,male,public,no formal,5.1,67.5,yes,>60 min,no,coaching,47.0,61.0,62.7,64.7,d
2156,2157,16,male,public,no formal,1.1,84.6,yes,>60 min,yes,textbook,37.7,52.6,42.6,39.4,f
2157,2158,17,female,public,high school,1.4,97.9,yes,<15 min,yes,online videos,49.3,52.1,51.0,51.9,e
2158,2159,18,male,private,no formal,7.8,59.6,yes,<15 min,no,notes,96.8,75.6,85.3,81.5,c
2159,2160,16,male,public,graduate,1.8,58.9,no,<15 min,yes,mixed,57.0,35.5,24.4,43.5,e
2160,2161,18,female,private,no formal,7.2,57.0,yes,<15 min,yes,mixed,80.5,85.1,71.7,79.3,c
2161,2162,15,female,public,no formal,2.6,78.7,no,>60 min,yes,group study,64.3,62.8,65.0,58.6,d
2162,2163,16,male,public,graduate,3.5,55.8,yes,<15 min,yes,textbook,72.5,52.9,72.9,54.7,e
2163,2164,19,female,private,high school,4.7,54.4,yes,<15 min,no,mixed,51.9,63.8,51.0,59.1,d
2164,2165,19,male,public,diploma,5.2,87.2,yes,15-30 min,yes,textbook,80.3,72.6,84.2,77.7,c
2165,2166,19,female,private,diploma,4.2,89.7,yes,>60 min,yes,coaching,63.7,87.7,76.9,71.2,c
2166,2167,15,male,public,diploma,3.1,65.7,yes,>60 min,yes,group study,62.8,48.9,58.0,55.4,d
2167,2168,19,male,private,diploma,4.2,79.1,no,30-60 min,no,coaching,68.1,73.4,88.0,73.0,c
2168,2169,19,female,public,no formal,5.8,87.1,no,30-60 min,yes,online videos,70.7,70.0,83.3,88.4,b
2169,2170,19,other,private,no formal,3.5,52.4,no,>60 min,yes,coaching,66.2,68.2,63.2,54.1,e
2170,2171,14,female,private,diploma,4.6,81.7,yes,<15 min,no,group study,66.5,81.6,65.4,67.2,d
2171,2172,18,female,private,graduate,3.3,64.3,yes,30-60 min,no,notes,72.3,56.4,73.6,58.3,d
2172,2173,19,female,public,post graduate,3.0,70.5,yes,<15 min,yes,notes,74.2,61.4,55.4,61.7,d
2173,2174,18,male,public,high school,2.7,67.8,yes,>60 min,yes,coaching,48.4,32.1,47.2,45.2,e
2174,2175,15,male,private,no formal,2.2,85.9,yes,15-30 min,yes,mixed,40.6,50.5,41.3,55.1,d
2175,2176,18,female,public,graduate,6.2,73.4,yes,>60 min,yes,group study,88.3,83.9,76.7,84.0,c
2176,2177,14,female,public,phd,7.9,88.0,yes,30-60 min,no,notes,96.3,98.5,100.0,100.0,a
2177,2178,16,female,private,high school,0.7,65.8,yes,30-60 min,no,group study,58.0,15.7,30.5,35.0,f
2178,2179,17,other,public,no formal,2.0,77.1,yes,<15 min,yes,mixed,50.5,44.5,41.5,44.7,e
2179,2180,16,female,public,diploma,7.7,95.3,yes,15-30 min,no,group study,100.0,94.8,100.0,100.0,a
2180,2181,18,male,private,graduate,3.1,71.9,yes,15-30 min,yes,online videos,53.6,38.1,42.9,50.8,e
2181,2182,15,female,public,graduate,3.4,78.8,yes,>60 min,yes,online videos,81.7,55.7,67.2,67.4,d
2182,2183,17,female,private,no formal,5.5,83.5,yes,30-60 min,yes,mixed,90.8,72.2,80.6,84.0,c
2183,2184,17,male,private,graduate,3.1,95.6,yes,15-30 min,no,group study,50.2,59.5,56.4,53.3,e
2184,2185,17,female,public,diploma,4.2,81.8,yes,30-60 min,yes,mixed,75.8,82.2,70.1,63.8,d
2185,2186,15,other,public,no formal,7.3,80.6,yes,<15 min,yes,mixed,75.3,100.0,92.1,90.7,b
2186,2187,15,female,private,phd,4.7,91.7,yes,30-60 min,yes,notes,94.1,73.1,58.7,79.0,c
2187,2188,15,female,public,graduate,5.5,99.6,yes,>60 min,no,coaching,100.0,69.9,84.9,86.0,b
2188,2189,16,male,public,high school,2.1,94.9,yes,15-30 min,yes,notes,69.2,56.9,57.0,63.3,d
2189,2190,17,male,private,post graduate,2.5,56.2,yes,15-30 min,yes,textbook,42.5,35.9,34.0,47.4,e
2190,2191,16,male,private,post graduate,7.2,83.8,yes,>60 min,yes,notes,83.0,68.5,64.2,94.0,b
2191,2192,16,other,public,high school,7.4,66.4,yes,<15 min,yes,coaching,98.3,94.3,81.2,89.5,b
2192,2193,15,other,public,phd,6.6,70.7,yes,30-60 min,yes,notes,95.6,82.6,100.0,89.3,b
2193,2194,15,female,public,graduate,1.4,82.3,yes,30-60 min,yes,group study,24.9,43.9,47.8,44.2,e
2194,2195,17,other,private,high school,6.6,57.3,yes,<15 min,yes,coaching,72.6,75.3,84.7,76.5,c
2195,2196,18,female,public,diploma,0.6,84.6,yes,>60 min,yes,textbook,28.8,38.6,45.4,44.7,e
2196,2197,15,female,private,high school,5.0,64.7,yes,>60 min,no,notes,60.1,34.7,74.5,60.6,d
2197,2198,19,female,public,phd,5.6,91.0,yes,>60 min,yes,textbook,75.6,70.2,82.8,81.0,c
2198,2199,17,male,public,high school,3.7,68.6,yes,30-60 min,yes,mixed,63.1,48.8,67.1,62.6,d
2199,2200,15,female,private,diploma,4.1,52.5,yes,15-30 min,no,textbook,47.9,48.6,56.5,58.7,d
2200,2201,16,other,private,no formal,6.1,79.9,yes,<15 min,no,notes,100.0,82.6,89.2,89.3,b
2201,2202,14,female,private,phd,7.2,87.5,yes,30-60 min,yes,textbook,82.2,100.0,96.5,99.0,a
2202,2203,14,other,private,high school,1.9,80.8,yes,30-60 min,yes,notes,50.3,37.8,48.9,40.9,e
2203,2204,16,male,public,graduate,1.5,88.9,yes,15-30 min,yes,notes,66.5,47.7,64.6,55.3,d
2204,2205,16,male,public,diploma,5.2,90.2,no,<15 min,no,group study,68.6,80.3,84.0,81.4,c
2205,2206,18,male,public,graduate,2.2,52.1,no,30-60 min,yes,online videos,27.4,30.6,38.7,31.9,f
2206,2207,14,female,public,graduate,2.0,50.1,no,>60 min,yes,notes,33.5,44.2,32.1,32.8,f
2207,2208,19,other,public,high school,2.0,61.2,yes,<15 min,no,textbook,15.0,60.5,37.5,32.9,f
2208,2209,15,female,public,diploma,2.0,61.2,yes,15-30 min,yes,group study,47.4,31.5,53.9,49.5,e
2209,2210,14,female,private,graduate,4.1,78.1,yes,15-30 min,yes,notes,49.5,69.6,52.9,64.1,d
2210,2211,18,female,public,high school,7.7,61.5,no,<15 min,yes,textbook,85.0,69.5,66.3,87.0,b
2211,2212,18,female,public,no formal,6.7,68.2,yes,>60 min,no,group study,67.1,78.3,84.0,73.3,c
2212,2213,17,other,private,high school,4.6,72.7,yes,>60 min,yes,notes,67.0,46.2,64.9,65.1,d
2213,2214,14,male,public,diploma,1.1,80.0,yes,15-30 min,no,textbook,44.1,43.5,46.6,48.1,e
2214,2215,14,male,public,high school,5.5,99.8,no,15-30 min,yes,textbook,93.6,79.5,86.2,90.3,b
2215,2216,16,other,private,high school,3.9,84.4,yes,30-60 min,no,group study,63.5,70.1,68.1,70.7,c
2216,2217,16,female,private,post graduate,6.3,63.3,yes,>60 min,yes,online videos,46.1,71.3,88.3,80.0,c
2217,2218,19,male,private,post graduate,4.2,67.5,yes,15-30 min,yes,textbook,63.4,64.7,60.9,66.4,d
2218,2219,15,other,private,phd,5.5,52.2,yes,>60 min,yes,group study,57.0,68.0,70.1,71.6,c
2219,2220,15,male,private,post graduate,2.0,71.0,yes,<15 min,no,group study,56.9,54.9,41.9,47.5,e
2220,2221,19,male,private,diploma,6.7,79.5,yes,30-60 min,no,mixed,65.9,75.4,92.3,78.3,c
2221,2222,14,male,private,phd,6.3,97.5,no,30-60 min,no,group study,100.0,100.0,98.3,90.2,b
2222,2223,14,male,public,phd,3.3,63.4,yes,15-30 min,yes,mixed,48.5,37.6,65.5,42.8,e
2223,2224,16,other,private,high school,7.7,62.2,no,15-30 min,yes,coaching,91.2,93.4,89.8,89.8,b
2224,2225,16,other,private,high school,1.7,50.9,no,<15 min,no,notes,54.4,28.4,41.3,42.3,e
2225,2226,17,female,private,phd,0.7,78.7,no,15-30 min,no,coaching,12.3,35.5,44.2,37.3,f
2226,2227,19,other,public,phd,6.2,99.8,yes,30-60 min,yes,online videos,84.4,78.7,76.6,85.7,b
2227,2228,19,male,private,phd,5.0,68.6,yes,<15 min,no,group study,65.3,73.1,75.3,65.8,d
2228,2229,15,female,public,diploma,1.3,74.9,yes,15-30 min,no,textbook,41.9,49.8,48.0,46.4,e
2229,2230,19,male,public,phd,1.7,52.9,yes,15-30 min,no,group study,35.4,35.4,44.6,35.4,f
2230,2231,17,other,private,post graduate,1.5,78.6,yes,<15 min,no,textbook,48.6,42.9,44.5,50.9,e
2231,2232,14,female,public,post graduate,1.8,60.5,yes,>60 min,no,online videos,29.8,50.6,41.4,43.7,e
2232,2233,19,other,public,graduate,4.0,50.8,yes,>60 min,no,textbook,54.5,53.3,52.9,49.7,e
2233,2234,14,female,public,high school,0.9,84.2,yes,15-30 min,no,group study,38.7,57.9,47.5,44.0,e
2234,2235,17,female,public,post graduate,4.4,57.4,yes,15-30 min,yes,mixed,55.8,18.0,49.2,53.0,e
2235,2236,18,other,private,phd,5.0,55.1,yes,30-60 min,yes,textbook,56.5,62.1,66.0,56.1,d
2236,2237,15,other,private,phd,6.0,61.4,yes,>60 min,no,coaching,73.5,68.1,67.0,64.0,d
2237,2238,15,male,private,graduate,7.6,56.9,yes,<15 min,no,mixed,96.2,76.9,84.0,78.4,c
2238,2239,16,other,public,no formal,1.1,81.1,yes,<15 min,yes,coaching,29.6,56.6,33.5,47.2,e
2239,2240,19,other,private,post graduate,0.8,63.4,no,30-60 min,no,coaching,34.6,29.8,7.3,23.5,f
2240,2241,15,male,private,high school,1.5,83.5,yes,30-60 min,no,mixed,55.2,42.0,41.1,48.5,e
2241,2242,17,other,public,high school,3.0,77.3,no,>60 min,yes,group study,55.7,39.0,58.4,52.1,e
2242,2243,16,male,private,no formal,4.4,67.7,yes,30-60 min,no,coaching,81.6,76.3,75.7,72.0,c
2243,2244,14,female,private,no formal,0.5,59.7,yes,15-30 min,yes,online videos,47.3,37.0,45.2,29.8,f
2244,2245,18,male,public,diploma,5.7,83.6,no,<15 min,no,notes,78.9,70.8,80.1,84.8,c
2245,2246,18,male,public,high school,7.7,76.2,yes,15-30 min,yes,group study,100.0,96.2,99.8,97.9,a
2246,2247,17,female,private,diploma,2.4,86.0,no,<15 min,no,coaching,39.7,42.5,42.7,52.5,e
2247,2248,15,other,public,graduate,0.6,75.3,yes,<15 min,no,coaching,23.2,35.2,37.9,26.4,f
2248,2249,14,other,public,graduate,6.1,90.1,no,30-60 min,yes,coaching,83.6,84.2,72.2,77.3,c
2249,2250,16,female,private,diploma,6.3,77.5,yes,>60 min,no,online videos,75.0,76.9,88.8,80.1,c
2250,2251,17,other,private,diploma,0.8,90.7,yes,>60 min,yes,mixed,44.6,41.0,46.8,45.6,e
2251,2252,17,male,private,phd,5.1,77.5,yes,30-60 min,no,mixed,78.1,77.2,67.5,72.6,c
2252,2253,15,other,private,high school,2.3,98.1,yes,<15 min,no,notes,65.3,62.9,52.8,63.0,d
2253,2254,17,male,private,no formal,5.2,92.7,yes,<15 min,yes,coaching,100.0,81.9,92.2,86.5,b
2254,2255,15,female,public,post graduate,5.9,62.7,yes,<15 min,no,mixed,80.6,46.7,63.1,66.7,d
2255,2256,18,other,public,no formal,2.2,86.4,yes,30-60 min,no,online videos,44.3,39.5,28.8,49.3,e
2256,2257,18,male,private,post graduate,2.5,56.6,yes,>60 min,no,coaching,41.9,50.3,59.9,38.7,f
2257,2258,17,female,public,high school,5.1,95.6,yes,>60 min,yes,online videos,82.0,88.8,77.3,72.4,c
2258,2259,14,other,private,phd,4.9,67.3,yes,<15 min,yes,mixed,46.5,63.3,74.9,67.2,d
2259,2260,19,other,public,high school,7.1,73.9,yes,<15 min,no,notes,81.4,81.2,73.4,79.2,c
2260,2261,14,male,public,no formal,4.3,51.0,yes,15-30 min,no,coaching,41.8,43.0,34.1,45.6,e
2261,2262,19,female,public,diploma,6.5,93.4,yes,15-30 min,no,online videos,80.2,74.9,76.8,80.7,c
2262,2263,14,male,private,diploma,6.0,97.4,yes,<15 min,no,mixed,100.0,85.6,100.0,92.0,b
2263,2264,17,female,private,post graduate,5.5,73.5,yes,15-30 min,no,mixed,83.5,58.0,65.4,74.9,c
2264,2265,14,female,private,graduate,1.9,59.4,yes,30-60 min,no,coaching,52.6,47.6,49.4,47.9,e
2265,2266,14,male,public,phd,2.6,84.7,yes,15-30 min,no,textbook,56.1,66.1,56.0,63.2,d
2266,2267,18,other,private,post graduate,4.8,64.8,yes,30-60 min,yes,group study,80.8,65.1,65.2,68.9,d
2267,2268,18,female,public,high school,1.0,98.0,yes,>60 min,no,online videos,43.5,65.3,67.6,54.4,e
2268,2269,14,female,private,no formal,0.8,65.6,yes,<15 min,yes,textbook,24.4,15.6,34.4,25.6,f
2269,2270,19,male,public,high school,0.9,78.8,yes,30-60 min,yes,online videos,49.1,36.4,50.2,44.9,e
2270,2271,15,male,private,phd,7.4,52.5,yes,>60 min,no,mixed,86.4,70.6,89.4,83.6,c
2271,2272,15,female,private,post graduate,5.7,99.5,yes,>60 min,no,textbook,89.0,100.0,84.4,92.7,b
2272,2273,15,female,public,post graduate,6.8,78.8,yes,15-30 min,no,online videos,74.6,73.1,97.7,81.5,c
2273,2274,16,male,private,high school,7.7,98.8,yes,30-60 min,no,mixed,100.0,98.8,96.9,100.0,a
2274,2275,15,other,private,diploma,5.8,65.0,yes,15-30 min,yes,notes,51.2,54.3,73.0,63.5,d
2275,2276,16,female,public,post graduate,4.4,76.4,yes,>60 min,no,online videos,80.1,78.5,89.3,70.5,c
2276,2277,15,male,public,phd,4.1,50.9,no,<15 min,yes,notes,44.5,54.0,39.9,47.0,e
2277,2278,14,female,public,graduate,6.1,88.5,yes,<15 min,yes,textbook,84.1,93.5,81.0,93.3,b
2278,2279,16,male,public,no formal,7.0,58.3,yes,15-30 min,yes,mixed,86.1,89.0,92.4,89.0,b
2279,2280,18,male,private,phd,6.7,71.3,yes,15-30 min,yes,mixed,78.1,83.1,81.2,80.4,c
2280,2281,18,male,private,phd,4.2,83.5,no,>60 min,yes,coaching,64.1,78.0,80.0,75.5,c
2281,2282,16,male,private,no formal,6.3,54.1,no,15-30 min,no,textbook,81.5,75.0,60.8,67.1,d
2282,2283,15,female,public,diploma,4.1,89.2,yes,30-60 min,yes,notes,73.8,59.9,66.6,70.8,c
2283,2284,18,other,public,phd,3.4,90.3,no,15-30 min,yes,coaching,60.5,79.4,67.0,70.7,c
2284,2285,18,male,private,phd,2.7,76.6,yes,>60 min,no,online videos,51.4,49.6,67.9,58.8,d
2285,2286,18,male,public,phd,0.9,80.2,yes,<15 min,yes,mixed,18.1,36.3,43.8,36.3,f
2286,2287,19,male,private,phd,2.0,54.7,yes,<15 min,no,mixed,35.0,23.5,33.1,31.8,f
2287,2288,18,male,private,no formal,6.0,72.4,yes,30-60 min,yes,online videos,69.1,72.3,100.0,72.8,c
2288,2289,19,male,private,no formal,1.8,92.1,yes,15-30 min,yes,mixed,26.1,43.4,54.6,41.3,e
2289,2290,16,male,private,diploma,7.3,54.5,no,<15 min,no,notes,67.2,84.2,69.4,77.0,c
2290,2291,16,other,private,graduate,1.1,99.4,yes,>60 min,yes,coaching,46.7,66.0,51.3,53.0,e
2291,2292,15,female,public,diploma,0.9,74.3,yes,<15 min,yes,online videos,27.5,38.1,55.1,36.2,f
2292,2293,15,female,private,high school,4.1,50.6,yes,>60 min,yes,textbook,71.3,34.4,41.1,45.8,e
2293,2294,18,other,public,high school,2.2,67.0,yes,15-30 min,no,notes,51.0,33.9,69.7,41.1,e
2294,2295,18,male,public,graduate,1.3,75.0,no,30-60 min,no,online videos,22.8,27.2,38.3,35.6,f
2295,2296,18,male,public,phd,0.9,97.9,yes,>60 min,no,mixed,54.3,57.2,56.3,48.1,e
2296,2297,15,female,private,post graduate,4.5,85.3,yes,15-30 min,no,mixed,59.8,40.4,62.3,61.7,d
2297,2298,16,female,public,high school,2.4,79.1,yes,<15 min,yes,coaching,57.3,54.4,40.8,55.5,d
2298,2299,15,male,private,no formal,4.7,98.3,yes,15-30 min,yes,online videos,65.9,68.5,78.8,69.6,d
2299,2300,19,female,public,high school,1.6,64.7,no,15-30 min,no,coaching,54.5,57.9,42.1,48.1,e
2300,2301,15,male,private,post graduate,0.7,69.0,yes,30-60 min,no,group study,52.1,35.1,42.3,38.7,f
2301,2302,14,male,public,no formal,0.7,88.4,yes,30-60 min,yes,online videos,39.4,32.9,50.8,38.1,f
2302,2303,17,female,private,post graduate,1.3,79.7,yes,>60 min,no,group study,26.6,43.2,39.7,36.1,f
2303,2304,19,other,public,graduate,6.5,60.9,yes,<15 min,yes,coaching,79.6,83.0,67.9,79.2,c
2304,2305,19,other,private,graduate,3.9,87.6,yes,<15 min,no,online videos,83.5,89.3,72.1,75.5,c
2305,2306,14,other,public,phd,5.2,63.4,yes,<15 min,yes,textbook,76.1,64.1,47.9,67.0,d
2306,2307,15,female,private,graduate,7.1,77.9,no,<15 min,no,notes,85.3,82.9,82.8,88.1,b
2307,2308,14,male,public,graduate,2.1,92.8,yes,<15 min,no,notes,36.5,44.0,52.7,50.9,e
2308,2309,15,male,private,diploma,7.0,63.8,no,15-30 min,no,mixed,95.0,89.0,85.0,83.5,c
2309,2310,17,female,public,graduate,6.1,88.1,yes,>60 min,no,notes,91.8,100.0,94.9,93.5,b
2310,2311,15,male,public,diploma,6.0,93.1,yes,<15 min,no,notes,88.3,66.8,82.5,84.3,c
2311,2312,14,male,private,no formal,7.0,65.9,yes,<15 min,no,coaching,93.9,79.0,76.1,74.2,c
2312,2313,17,male,private,no formal,1.4,59.8,yes,15-30 min,no,group study,41.1,34.0,26.9,35.3,f
2313,2314,14,male,public,post graduate,4.6,93.3,no,30-60 min,yes,mixed,86.1,79.7,72.0,79.3,c
2314,2315,15,female,public,graduate,4.1,73.3,no,30-60 min,yes,online videos,69.0,83.5,63.8,70.5,c
2315,2316,14,female,private,diploma,5.5,65.6,yes,<15 min,yes,textbook,81.8,84.0,100.0,74.7,c
2316,2317,14,male,public,post graduate,2.3,50.5,no,<15 min,no,group study,23.6,55.7,53.6,45.2,e
2317,2318,16,female,private,diploma,1.5,59.7,no,>60 min,no,group study,12.5,39.2,56.2,35.1,f
2318,2319,19,other,private,high school,7.8,75.6,yes,>60 min,yes,coaching,86.6,87.1,78.4,84.5,c
2319,2320,18,female,private,graduate,4.0,91.4,yes,30-60 min,yes,mixed,44.1,66.2,50.7,59.7,d
2320,2321,14,male,private,diploma,2.2,75.1,yes,<15 min,yes,notes,58.2,66.2,29.2,41.2,e
2321,2322,14,male,public,phd,1.5,63.8,yes,>60 min,yes,mixed,46.3,36.9,28.4,35.9,f
2322,2323,16,female,public,post graduate,5.0,96.5,yes,30-60 min,yes,group study,100.0,88.2,78.4,85.4,b
2323,2324,17,male,public,post graduate,1.6,68.5,yes,>60 min,no,coaching,36.4,33.4,35.1,40.1,e
2324,2325,18,other,public,post graduate,1.9,58.1,yes,30-60 min,yes,textbook,38.6,18.3,31.9,35.4,f
2325,2326,18,other,private,post graduate,7.6,97.3,yes,>60 min,no,coaching,97.0,100.0,100.0,97.7,a
